M_fuel_sim,M_air_sim,eta_c,Q_gross,X_res,Diesel_fuel,Ammonia_fuel,Fresh_air,CA50,Var10,DI_duration
7.61683245966498e-05,0.00169021598573044,0.364394309192962,567.660838659801,0.0381423880410182,6.20000076293945e-06,6.70232894931331e-05,0.0015955037468776,7.80000000000001,39.8,0.361111111111114
7.61683245966498e-05,0.00169021598573044,0.337933363235191,529.164690598824,0.0434752945243855,6.20000076293945e-06,6.70641386991869e-05,0.00159492376246408,8.19999999999999,39.8,0.388888888888891
7.62533532098855e-05,0.00169136405338289,0.349224659811643,548.610463003121,0.0482875250060501,6.20000076293945e-06,6.71049879052406e-05,0.00159434377805056,7.60000000000002,39.8,0.388888888888891
7.62975393503012e-05,0.0016908501428366,0.343139520372397,536.027698432129,0.039238708863332,6.20000076293945e-06,6.71206819072536e-05,0.00159418262509069,8,39.8,0.388888888888891
7.63149674303458e-05,0.00169066081508321,0.316415555439624,493.50847070103,0.0358373701244392,6.20000076293945e-06,6.70997646728122e-05,0.00159463104529746,7,39.8,0.388888888888891
7.62947341581254e-05,0.00169109887512124,0.371145713145737,579.156471253984,0.0401194399680015,6.20000076293945e-06,6.70788474383708e-05,0.00159507946550423,6.80000000000001,39.8,0.388888888888891
7.62730228721436e-05,0.00169157160878476,0.434338888958022,673.363230807527,0.0336483938617594,6.20000076293945e-06,6.70639503050353e-05,0.00159521503871202,7.19999999999999,39.8,0.389213233249932
7.62572736828533e-05,0.00169173342202966,0.454531718659561,703.874848221471,0.0331640282987999,6.20000076293945e-06,6.70504239909006e-05,0.00159527937446622,7,40,0.389213233249932
7.62431292942973e-05,0.0016918065977818,0.406759159787624,631.844200016195,0.0361930361420074,6.20000076293945e-06,6.70209348013126e-05,0.0015951306729289,7.19999999999999,39.8,0.389213233249932
7.62130850104369e-05,0.00169166177420525,0.440528611699236,682.14942229688,0.0346982549995685,6.20000076293945e-06,6.69354355224148e-05,0.00159423447212311,7,39.8,0.389213233249932
7.61264066484119e-05,0.00169075690919727,0.393661008894992,610.670950379404,0.0366069186466972,6.20000076293945e-06,6.68499362435169e-05,0.00159333827131733,7.39999999999998,39.8,0.389213233249932
7.60375056910241e-05,0.00168980829624421,0.381724225167741,592.691993050044,0.0377859388520212,6.20000076293945e-06,6.68267151590408e-05,0.00159300582847627,7,39.8,0.389213233249932
7.60107957026575e-05,0.00168942094080653,0.373695833038219,580.043479610632,0.0365510593337993,6.20000076293945e-06,6.68402189479762e-05,0.00159300582847627,7.80000000000001,39.8,0.388565084651681
7.60232512623605e-05,0.0016893986813558,0.432978685849308,670.314510128255,0.0355780608918457,6.20000076293945e-06,6.68545736070876e-05,0.00159299407433386,7.80000000000001,39.8,0.360810435747991
7.60380947379254e-05,0.0016893858865374,0.386621118946227,598.60763851435,0.0323297828701274,6.20000076293945e-06,6.68915067140809e-05,0.00159267041562691,7.39999999999998,39.8,0.360810435747991
7.60756103747493e-05,0.00168906176061921,0.431930136359165,669.559790187454,0.0361897340041049,6.20000076293945e-06,6.69284398210742e-05,0.00159234675691995,7.39999999999998,40,0.388565084651681
7.61140157769249e-05,0.00168872049636785,0.440640952712011,683.803254741523,0.0382663788248101,6.20000076293945e-06,6.69462988159857e-05,0.00159205382048504,7,39.8,0.361111111111114
7.61333819857181e-05,0.00168840900484041,0.412005428985914,639.011448849739,0.0356042411455481,6.20000076293945e-06,6.69402315124087e-05,0.00159179942163699,6,40,0.388888888888891
7.61280747059156e-05,0.00168813740227875,0.442889524907511,685.072729554267,0.0329907087403121,6.20000076293945e-06,6.69341642088316e-05,0.00159154502278894,7.19999999999999,39.8,0.360810435747991
7.61217991189894e-05,0.00168786762450111,0.415891587177444,646.585034119803,0.0395552647616273,6.20000076293945e-06,6.69545970666792e-05,0.00159150707743547,7.39999999999998,39.8,0.388565084651681
7.61419856924292e-05,0.00168781438643007,0.406953241424911,631.219600381354,0.034618394459531,6.20000076293945e-06,6.69796755320936e-05,0.00159150707743547,7,39.8,0.388565084651681
7.61678563766979e-05,0.00168781173374743,0.389291348445633,606.765534666682,0.0410275627440496,6.20000076293945e-06,6.69982810862013e-05,0.00159172258902141,7.39999999999998,39.8,0.388565084651681
7.61874772216826e-05,0.00168802753698027,0.422110599582709,657.308025861886,0.0417895009036673,6.20000076293945e-06,6.69982810862013e-05,0.0015925575610453,7.39999999999998,39.8,0.388565084651681
7.6188247238614e-05,0.00168887499097284,0.384120469475484,601.006072158628,0.0467413666831894,6.20000076293945e-06,6.69982810862013e-05,0.0015933925330692,7.19999999999999,39.8,0.388565084651681
7.61882774578056e-05,0.00168975767917827,0.404440058625978,628.147733881914,0.0356634920715235,6.20000076293945e-06,6.70280248453036e-05,0.0015942266147645,7,39.8,0.388888888888891
7.62180224028552e-05,0.00169064144777374,0.377280736543347,585.302663017824,0.0314666430463863,6.20000076293945e-06,6.70727274540128e-05,0.00159506024869221,6.39999999999998,39.8,0.388888888888891
