M_fuel_sim,M_air_sim,eta_c,Q_gross,X_res,Diesel_fuel,Ammonia_fuel,Fresh_air,CA50,Var10,DI_duration
8.02037977643438e-05,0.00166275251966528,0.581992665281933,1002.71876250187,0.0304229722408569,8.99999904632568e-06,7.01126873583826e-05,0.00160983333333333,3.60000000000002,42.8,0.416666666666667
8.02037977643438e-05,0.00166275251966528,0.55008876125784,949.673666418875,0.0328460679177012,8.99999904632568e-06,7.01069027085922e-05,0.00160983333333333,3.39999999999998,42.8,0.416666666666667
8.01989945106555e-05,0.00166278301765447,0.59068768995337,1018.09165220618,0.0323034174218909,8.99999904632568e-06,7.01011180588018e-05,0.00160983333333333,3.39999999999998,42.8,0.416666666666667
8.01931444574964e-05,0.00166278387974399,0.589519878960377,1015.43042807389,0.0316890879943392,8.99999904632568e-06,7.00626238441573e-05,0.00160967775554444,3.19999999999999,42.8,0.416666666666667
8.01545705857677e-05,0.00166262822695632,0.584275335152981,1005.26785496418,0.0308793170844821,8.99999904632568e-06,6.99758540981044e-05,0.00160929256294814,4.39999999999998,42.8,0.416666666666667
8.00672755996756e-05,0.00166223753744464,0.58158884601533,1003.47413902993,0.0395668080081996,8.99999904632568e-06,6.98890843520514e-05,0.00160890737035184,3.80000000000001,42.8,0.416666666666667
7.99793172039005e-05,0.00166183871320026,0.571153979404276,985.117697206905,0.0379045987781406,8.99999904632568e-06,6.98843037093181e-05,0.00160816089299863,3.80000000000001,42.8,0.416666666666667
7.99733388781458e-05,0.00166107834043872,0.588275854992328,1013.98567807886,0.0375312615408309,8.99999904632568e-06,6.98990317278248e-05,0.00160732845078363,3.19999999999999,42.8,0.417014178482068
7.99879854929481e-05,0.00166022221828917,0.583638538438462,1005.7276557848,0.0363337969539975,8.99999904632568e-06,6.99050751621382e-05,0.00160671254385881,5.19999999999999,42.8,0.417014178482068
7.99942283624798e-05,0.00165958002129633,0.586945164554585,1008.94629582858,0.0314543010315269,8.99999904632568e-06,6.98787778442714e-05,0.0016069029984133,3.80000000000001,42.8,0.416666666666667
7.99680160504704e-05,0.00165975067257055,0.559789573622251,964.307609055899,0.0349049988980487,8.99999904632568e-06,6.98524805264046e-05,0.0016070934529678,3.39999999999998,42.8,0.416666666666667
7.99413618133946e-05,0.00165994596249166,0.561494937904469,965.564232080598,0.0318784524882386,8.99999904632568e-06,6.98221927665861e-05,0.00160704810738703,4.80000000000001,42.8,0.416666666666667
7.99107111169069e-05,0.00165990620853399,0.578719518879674,993.286345908406,0.0295531418131105,8.99999904632568e-06,6.97894130852111e-05,0.00160685551108888,3,42.8,0.416666666666667
7.98775140811856e-05,0.00165971184663667,0.570043468974369,981.612388053262,0.0373015510138009,8.99999904632568e-06,6.97568963424588e-05,0.00160666916791729,4.39999999999998,42.8,0.444444444444443
7.98445453119303e-05,0.00165951889984193,0.577111010793272,992.230186513535,0.0347776964864707,8.99999904632568e-06,6.97376141770444e-05,0.00160679756544939,3.80000000000001,42.8,0.416666666666667
7.98248142281969e-05,0.00165964074159669,0.588131613276485,1007.19879345255,0.026765583293128,8.99999904632568e-06,6.971833201163e-05,0.00160692596298149,3.60000000000002,42.8,0.416666666666667
7.9805263395036e-05,0.00165977257382088,0.578003411033128,991.144584894643,0.0296917603115009,8.99999904632568e-06,6.96982334844434e-05,0.001607,3.60000000000002,42.8,0.416666666666667
7.97848986544797e-05,0.00165985035842853,0.567277162504007,976.170285561866,0.0374776590213864,8.99999904632568e-06,6.96770231025733e-05,0.001607,3.60000000000002,42.8,0.416666666666667
7.97634109766928e-05,0.00165985241607409,0.594479452861587,1021.596249757,0.0372718569684363,8.99999904632568e-06,6.96558127207032e-05,0.001607,3.39999999999998,42.8,0.416666666666667
7.97419080084627e-05,0.00165985210621651,0.577567945887465,991.77281147146,0.0349016110170107,8.99999904632568e-06,6.96202458904684e-05,0.00160726554944139,3.39999999999998,42.8,0.416666666666667
7.97060483836659e-05,0.00166011727212807,0.578490960189926,992.703671861079,0.0344295554026586,8.99999904632568e-06,6.95816815600256e-05,0.00160758654327164,3.80000000000001,42.8,0.416666666666667
7.9666995771651e-05,0.00166044586406767,0.586834345451266,1005.45651031578,0.0322273392185478,8.99999904632568e-06,6.95506948701029e-05,0.00160783333333333,4.39999999999998,42.8,0.416666666666667
7.96354773229356e-05,0.00166070216329031,0.581735548782655,995.413008174031,0.0288863392343587,8.99999904632568e-06,6.95449102205621e-05,0.00160783333333333,4.19999999999999,42.8,0.416666666666667
7.96292635033246e-05,0.00166070956197095,0.600378254834294,1029.48293053582,0.0356023474030496,8.99999904632568e-06,6.95391255710213e-05,0.00160783333333333,3.39999999999998,42.8,0.416666666666667
