M_fuel_sim,M_air_sim,eta_c,Q_gross,X_res,Diesel_fuel,Ammonia_fuel,Fresh_air,CA50,Var10,DI_duration
8.25976734683989e-05,0.00165073190671013,0.382211737862029,678.652485540519,0.0387173960242394,9e-06,7.18399095625207e-05,0.00159367194004996,8.80000000000001,44.8,0.444444444444443
8.25976734683989e-05,0.00165073190671013,0.294328359580218,519.737952513931,0.0253661652924634,9e-06,7.18997321197573e-05,0.00159605137391845,8,44.8,0.416666666666667
8.26527580058413e-05,0.00165282480987552,0.381442291875354,674.183405558908,0.029371147107772,9e-06,7.19595546769938e-05,0.00159843080778694,8.80000000000001,44.8,0.444444444444443
8.27137496592037e-05,0.00165527560218204,0.388608376694481,688.469331484248,0.0332433135807408,9e-06,7.19741851776637e-05,0.00159930461873973,9.60000000000002,44.8,0.416666666666667
8.27296746266871e-05,0.00165623292990632,0.412717163830447,736.231222378279,0.0469423744439089,9e-06,7.19239501081827e-05,0.00159801736210057,7.39999999999998,44.8,0.444444444444443
8.26797775434842e-05,0.00165497819748849,0.322792702092599,571.367407464736,0.0303028419124745,9e-06,7.18737150387017e-05,0.0015967301054614,8.60000000000002,44.8,0.444444444444443
8.26284834747018e-05,0.00165364794859053,0.363908733017266,648.58717273731,0.0431355084348076,9e-06,7.18536216538852e-05,0.00159697573786893,9.19999999999999,44.8,0.416666666666667
8.26073014414211e-05,0.00165384802137914,0.351869361323954,627.857287857424,0.0442909416379674,9e-06,7.18400890774027e-05,0.00159755502751376,9.39999999999998,44.8,0.444444444444443
8.25933193044231e-05,0.00165443380089157,0.35017059549646,621.364634506667,0.0361175177295447,9e-06,7.18234187662432e-05,0.00159791045522761,8.39999999999998,44.8,0.444444444444443
8.25763522409815e-05,0.00165480883229025,0.395546808733609,702.875793655941,0.0415794065108022,9e-06,7.17963536133885e-05,0.00159752426213107,8,44.8,0.444444444444443
8.25489269847464e-05,0.00165443508946095,0.438025968645723,770.451505545463,0.0274249741499209,9e-06,7.17692884605337e-05,0.00159713806903452,8,44.8,0.416666666666667
