M_fuel_sim,M_air_sim,eta_c,Q_gross,X_res,Diesel_fuel,Ammonia_fuel,Fresh_air,CA50,Var10,DI_duration
7.68932580538519e-05,0.00167298841254518,0.55311398899964,895.853244299551,0.0274607137495296,7.59999990463257e-06,6.79902068675657e-05,0.00160466666666667,5.80000000000001,39.8,0.388888888888891
7.68932580538519e-05,0.00167298841254518,0.559815240300083,909.475511039647,0.0348087789806078,7.59999990463257e-06,6.79863885917383e-05,0.00160428528528529,4,39.8,0.388888888888891
7.68956357952389e-05,0.0016734947056313,0.5712426571412,927.01923157949,0.0333085460303497,7.59999990463257e-06,6.7982570315911e-05,0.0016039039039039,5.19999999999999,39.8,0.388888888888891
7.68918580047749e-05,0.00167313378274436,0.572202856374004,925.031717071666,0.0253136933967207,7.59999990463257e-06,6.79542188664528e-05,0.0016034984984985,4.60000000000002,39.8,0.388888888888891
7.68634422315763e-05,0.00167271374455128,0.569869085065505,922.743591043203,0.03071199945246,7.59999990463257e-06,6.78854899020604e-05,0.00160305355355355,4,40,0.416666666666667
7.67942294370635e-05,0.00167225121114235,0.565528554297674,916.306760647048,0.0336871407004339,7.59999990463257e-06,6.7816760937668e-05,0.00160260860860861,4.80000000000001,39.8,0.388888888888891
7.6724321999206e-05,0.00167178601577404,0.577628289966956,934.35479663071,0.0306719075485299,7.59999990463257e-06,6.78201883662535e-05,0.0016025,3.60000000000002,39.8,0.388888888888891
7.67265591267625e-05,0.00167165703330153,0.556432784281695,905.456150628353,0.0417555721271699,7.59999990463257e-06,6.7846916296738e-05,0.0016025,4.39999999999998,39.8,0.388888888888891
7.67533251484046e-05,0.00167165188748623,0.551631330140719,891.487180109503,0.0254874317741161,7.59999990463257e-06,6.78744108889215e-05,0.00160258508508508,5,39.8,0.388888888888891
7.67812754806935e-05,0.00167173738810621,0.543663820818347,885.989199643914,0.0422711852597207,7.59999990463257e-06,6.79068662332737e-05,0.00160322072072072,4.39999999999998,39.8,0.388888888888891
7.68142067301899e-05,0.0016723771198087,0.563020171387721,915.898952127122,0.0392890613290868,7.59999990463257e-06,6.7939321577626e-05,0.00160385635635636,4.39999999999998,39.8,0.416666666666667
7.68472227888433e-05,0.00167303930244591,0.584531574275888,946.879202046403,0.0310471016675298,7.59999990463257e-06,6.79483260941794e-05,0.00160416666666667,3.80000000000001,39.8,0.416666666666667
7.68567894637276e-05,0.00167337706648411,0.562503684148816,911.401706769691,0.0303429124541483,7.59999990463257e-06,6.79349621288323e-05,0.00160416666666667,4.19999999999999,39.8,0.416666666666667
7.68435883883864e-05,0.00167339090071147,0.547806162692596,893.296912182293,0.0436393311627994,7.59999990463257e-06,6.79215981634852e-05,0.00160416666666667,4.80000000000001,39.8,0.416666666666667
