M_fuel_sim,M_air_sim,eta_c,Q_gross,X_res,Diesel_fuel,Ammonia_fuel,Fresh_air,CA50,Var10,DI_duration
7.65831503506264e-05,0.00166103177132301,0.344629389728101,552.199937357882,0.0421818421662623,6.60000038146973e-06,6.81153531133405e-05,0.001597,7.80000000000001,40.8,0.388888888888891
7.65831503506264e-05,0.00166103177132301,0.424464812985769,678.098236589105,0.0429951403642629,6.60000038146973e-06,6.81153531133405e-05,0.001597,6.39999999999998,40.8,0.388888888888891
7.65769175309665e-05,0.00166074644231975,0.293493891492602,473.215583184859,0.0477087771361202,6.60000038146973e-06,6.81153531133405e-05,0.001597,7.60000000000002,40.8,0.388888888888891
7.65767660251474e-05,0.0016607355851782,0.38434923987984,612.352954543227,0.0359883630944352,6.60000038146973e-06,6.81107704694065e-05,0.00159707628814407,7.80000000000001,40.8,0.388888888888891
7.65721796984479e-05,0.00166081146134596,0.329518639979465,526.663649521637,0.0378643227726911,6.60000038146973e-06,6.80992312217301e-05,0.0015972683841921,7.39999999999998,40.8,0.388888888888891
7.65605289674909e-05,0.00166100636060389,0.355759899601632,567.704870742069,0.0372178684392387,6.60000038146973e-06,6.80876919740537e-05,0.00159746048024012,7.39999999999998,40.8,0.388888888888891
7.65487065167647e-05,0.00166120565886238,0.250273486071825,404.462606179028,0.0492691323498834,6.60000038146973e-06,6.80283355772587e-05,0.00159709410387958,7.80000000000001,40.8,0.388888888888891
7.64890627427987e-05,0.001660846648498,0.367897896644245,587.81440645693,0.0422915745669693,6.60000038146973e-06,6.79565937549542e-05,0.00159658307400994,7.19999999999999,40.8,0.388565084651681
7.64158711145762e-05,0.00166032126109802,0.356935405168399,571.3751875162,0.0452991864708663,6.60000038146973e-06,6.79080177068738e-05,0.00159627978578292,7.80000000000001,40.8,0.388565084651681
7.63655159427301e-05,0.00165999715114333,0.339144827209617,540.210665074207,0.035904971243131,6.60000038146973e-06,6.79573052356181e-05,0.00159685410000533,7.80000000000001,40.8,0.388565084651681
7.64135794505701e-05,0.00166055855051727,0.322115798472321,513.303242596039,0.034764472534278,6.60000038146973e-06,6.80065927643623e-05,0.00159742841422774,7,40.8,0.388565084651681
7.64640352950239e-05,0.00166115470822257,0.395806453997752,635.784709760279,0.0512711481105362,6.60000038146973e-06,6.80366921521254e-05,0.0015973636765561,7.39999999999998,40.8,0.389213233249932
7.64953611508158e-05,0.00166111315859808,0.321931648687268,514.205204012557,0.0372992973623521,6.60000038146973e-06,6.80533768218574e-05,0.00159685216809127,6.80000000000001,40.8,0.389213233249932
7.65128072816039e-05,0.00166060050264819,0.306339252174763,490.887392013583,0.0407248590940406,6.60000038146973e-06,6.80700614915894e-05,0.00159634065962645,7,40.8,0.388888888888891
7.65299160275132e-05,0.00166006987221932,0.323713727448848,516.741114319584,0.0357826745105906,6.60000038146973e-06,6.80968397327186e-05,0.00159608087377022,6.80000000000001,40.8,0.388888888888891
7.65571101437526e-05,0.0016597902811898,0.386004539371602,619.245829924729,0.0467847151889125,6.60000038146973e-06,6.81237646439738e-05,0.00159582474570619,7.80000000000001,40.8,0.388888888888891
7.65846960827737e-05,0.00165952396221995,0.279592195755569,450.412716062813,0.0452420550655183,6.60000038146973e-06,6.81396461345952e-05,0.00159566666666667,8.19999999999999,40.8,0.388888888888891
7.66012481254911e-05,0.00165935619866442,0.370017274824351,591.978507931822,0.0411211614240649,6.60000038146973e-06,6.81377229266436e-05,0.00159566666666667,7.80000000000001,40.8,0.388888888888891
7.65997272604479e-05,0.00165935008695187,0.264538541049447,426.939667547135,0.0467727590378397,6.60000038146973e-06,6.8135799718692e-05,0.00159566666666667,7.39999999999998,40.8,0.388888888888891
7.65977670836898e-05,0.00165934983573358,0.372866174292396,596.90561395819,0.0423678532124771,6.60000038146973e-06,6.8132376508707e-05,0.00159606619976655,8.19999999999999,40.8,0.388888888888891
7.65942962262192e-05,0.00165974933298418,0.276782574037571,443.684185126836,0.0386049198793279,6.60000038146973e-06,6.8128530092806e-05,0.00159657845589461,8.19999999999999,40.8,0.388888888888891
7.65903654415842e-05,0.00166027662645002,0.315883115680284,504.987423856138,0.0369610124558139,6.60000038146973e-06,6.81274082215032e-05,0.00159702267800567,8.60000000000002,40.8,0.388888888888891
7.6589148021753e-05,0.00166074070497933,0.347961378588448,557.607383802187,0.0421608524982983,6.60000038146973e-06,6.81389474692149e-05,0.00159715074203769,7.60000000000002,40.8,0.388888888888891
7.66006576767284e-05,0.00166088627508534,0.297885732445667,481.700004983799,0.0514407802420588,6.60000038146973e-06,6.81504867169266e-05,0.0015972788060697,7.19999999999999,40.8,0.388888888888891
7.66124766982503e-05,0.00166101999028361,0.349644917953573,562.442232327515,0.0476197501525731,6.60000038146973e-06,6.81576085963771e-05,0.00159733333333333,7.39999999999998,40.8,0.388888888888891
7.66198858715155e-05,0.00166107972526265,0.374187934832771,601.383277458666,0.0480281149085586,6.60000038146973e-06,6.81614550122869e-05,0.00159733333333333,7.39999999999998,40.8,0.388888888888891
7.66239123877532e-05,0.00166108208035808,0.226980050564497,365.236432146194,0.0403399173117009,6.60000038146973e-06,6.81653014281967e-05,0.00159733333333333,7.39999999999998,40.8,0.388888888888891
7.66278566792111e-05,0.00166108222343627,0.282791035466914,455.3248091995,0.0447358013752065,6.60000038146973e-06,6.81392579872008e-05,0.00159720893780223,7.19999999999999,40.8,0.388888888888891
7.6601909115064e-05,0.00166095788635721,0.198184086438253,322.558985586631,0.0533505333909874,6.60000038146973e-06,6.81123330758941e-05,0.00159708087377022,6.80000000000001,40.8,0.388888888888891
7.65743534768674e-05,0.00166082477867872,0.322022821517153,518.644420352226,0.0482172907186074,6.60000038146973e-06,6.81114237194605e-05,0.00159737744331264,7.80000000000001,40.8,0.388888888888891
7.65727743048827e-05,0.0016611159517905,0.30076727447034,480.254177687677,0.0340512564238897,6.60000038146973e-06,6.81550993245588e-05,0.00159840174177239,6.80000000000001,40.8,0.388888888888891
