M_fuel_sim,M_air_sim,eta_c,Q_gross,X_res,Diesel_fuel,Ammonia_fuel,Fresh_air,CA50,Var10,DI_duration
7.98219180600335e-05,0.00165162504459854,0.530476860098417,907.721735769876,0.0347017134729183,8.59999942779541e-06,7.01076815077612e-05,0.0016015,4,42.8,0.416666666666667
7.98219180600335e-05,0.00165162504459854,0.566609585339695,967.127638161406,0.0318609446210172,8.59999942779541e-06,7.01096222452457e-05,0.00160059538102385,5.19999999999999,42.8,0.416666666666667
7.98212211029731e-05,0.00165045333115532,0.55975826733163,957.037774086032,0.0350725951934199,8.59999942779541e-06,7.01115629827302e-05,0.00159969076204769,5,42.8,0.416666666666667
7.98231521346388e-05,0.00164951420899993,0.562903671411352,960.537056729572,0.0307695805152785,8.59999942779541e-06,7.01175855293824e-05,0.00159957437051859,5.60000000000002,42.8,0.416666666666667
7.98292015728234e-05,0.00164937020197251,0.547624410966062,937.573260359881,0.0366815644241273,8.59999942779541e-06,7.01292299543053e-05,0.0016005436051359,5,42.8,0.444444444444443
7.9840930242177e-05,0.00165033529121251,0.556453906551077,949.266037067468,0.029128362865155,8.59999942779541e-06,7.01408743792282e-05,0.00160151283975321,5,42.8,0.416666666666667
7.9852738000461e-05,0.00165133311761857,0.567038105335222,971.877768717882,0.0403177265793893,8.59999942779541e-06,7.01492533568305e-05,0.00160172102718026,5.39999999999998,42.8,0.416666666666667
7.98612814128162e-05,0.00165157086176299,0.562818033402914,962.084790926695,0.0337552062512566,8.59999942779541e-06,7.01570163067941e-05,0.00160178564282141,6.19999999999999,42.8,0.416666666666667
7.98691633382759e-05,0.00165164260852992,0.555242757666047,947.304071729977,0.0288566323802915,8.59999942779541e-06,7.01586790805959e-05,0.0016018671835918,4.39999999999998,42.8,0.416666666666667
7.98709358757123e-05,0.00165172638360997,0.534097151120638,913.099009534415,0.0322525522699555,8.59999942779541e-06,7.01431531806807e-05,0.0016019964148741,5.19999999999999,42.8,0.416666666666667
7.98554346601402e-05,0.00165185810851986,0.578981266882307,990.612223139252,0.0379310630037547,8.59999942779541e-06,7.01276272807655e-05,0.00160212564615641,4.60000000000002,42.8,0.416666666666667
7.98396928904136e-05,0.00165199097701232,0.570817515663361,973.934656329205,0.0308882696427359,8.59999942779541e-06,7.01253484793233e-05,0.00160234308821077,4.80000000000001,42.8,0.416666666666667
7.98371948692047e-05,0.00165221208620973,0.541400741757787,924.481874713813,0.0305333523479305,8.59999942779541e-06,7.01292299542976e-05,0.00160260155077539,5.60000000000002,42.8,0.416666666666667
7.98410415567545e-05,0.00165247701893832,0.572826407653798,979.982208994291,0.0370523016627854,8.59999942779541e-06,7.0131508755735e-05,0.00160279331332333,6,42.8,0.416666666666667
7.98433739271338e-05,0.00165267664012374,0.564417251014069,962.621334452095,0.0296465758534976,8.59999942779541e-06,7.01198643308211e-05,0.0016024056194764,4.80000000000001,42.8,0.416666666666667
7.98317619827922e-05,0.00165229485881333,0.547086471309152,935.857768344644,0.0352990681699279,8.59999942779541e-06,7.01082199059072e-05,0.00160201792562948,5,42.8,0.416666666666667
7.98199558500288e-05,0.00165189574614223,0.545777069997672,932.086890980398,0.031991312043214,8.59999942779541e-06,7.00935253929455e-05,0.00160183333333333,6.60000000000002,42.8,0.416666666666667
7.98050969249511e-05,0.00165169922181702,0.555618455571053,947.234202628239,0.0292423994814109,8.59999942779541e-06,7.00760587556251e-05,0.00160183333333333,4.19999999999999,42.8,0.416666666666667
7.97874233623519e-05,0.00165169320613815,0.560865854108274,961.168010081289,0.0416873309538591,8.59999942779541e-06,7.00585921183047e-05,0.00160183333333333,6,42.8,0.416666666666667
7.97697106031318e-05,0.00165169275490691,0.55217468529715,943.972614073015,0.0362260126492069,8.59999942779541e-06,7.00301271339988e-05,0.00160128405869601,6.19999999999999,42.8,0.416666666666667
