M_diesel_sim,M_NH3_sim,M_air_sim,Diesel_fuel,NH3_fuel,Fresh_air,Q_gross,CA50,DI_timing,X_res
8.35102526238298e-06,7.03997056480361e-05,0.00164366271858746,8.1999979019165e-06,6.91265348231876e-05,0.00159333333333333,802.554235708711,6.60000000000002,42.8,0.0405162405629491
8.35102526238298e-06,7.03997056480361e-05,0.00164366271858746,8.1999979019165e-06,6.91245965900274e-05,0.00159313973653493,820.459112926421,6.60000000000002,42.8,0.037131922366138
8.38069055850495e-06,7.06478478600107e-05,0.00165299068142186,8.1999979019165e-06,6.91226583568672e-05,0.00159294613973653,873.115664526751,6.39999999999998,42.8,0.0327229225409581
8.35141924405864e-06,7.03991154540166e-05,0.00163998582545963,8.1999979019165e-06,6.9178605902071e-05,0.00159342532456109,851.140569028439,6,42.8,0.0319981773743498
8.3316322385297e-06,7.0288230576648e-05,0.00163673105009368,8.1999979019165e-06,6.93153784814609e-05,0.00159484390415947,933.895615044767,6,42.8,0.0368011100727643
8.39000139272465e-06,7.09183067900978e-05,0.00165567679958323,8.1999979019165e-06,6.94521510608509e-05,0.00159626248375786,901.4163796683,5.80000000000001,42.8,0.0324298578330994
8.37044246583476e-06,7.08928707114031e-05,0.00164767384629479,8.1999979019165e-06,6.94699126388326e-05,0.00159649708090075,943.974928790815,5.60000000000002,42.8,0.0401988819910881
8.31112626187079e-06,7.04111064271856e-05,0.00163651722554502,8.1999979019165e-06,6.94640930896003e-05,0.00159649708090075,919.515181892336,5.80000000000001,42.8,0.044053067879122
8.3367207563924e-06,7.06223966881988e-05,0.00164249375265513,8.1999979019165e-06,6.94492101331544e-05,0.00159600962178337,852.949550158302,6,42.8,0.0403931857085394
8.35757265418407e-06,7.07840643267714e-05,0.0016493582634722,8.1999979019165e-06,6.94074158291353e-05,0.00159407478405591,792.394494078764,7.39999999999998,42.8,0.0345686387798835
8.35588821810382e-06,7.07277214520124e-05,0.00164510197468131,8.1999979019165e-06,6.93656215251162e-05,0.00159213994632846,864.767246396687,7,42.8,0.0460830697800013
8.39636897738812e-06,7.10277881751076e-05,0.00165519536607627,8.1999979019165e-06,6.93362321202901e-05,0.0015915,818.557191761292,7.39999999999998,42.8,0.0429735956106678
8.3313542350173e-06,7.04474207576723e-05,0.00163361797975062,8.1999979019165e-06,6.9312973322015e-05,0.0015915,817.388823560738,7.39999999999998,42.8,0.0386492925229207
8.37040324257644e-06,7.07538695309853e-05,0.00164717167871451,8.1999979019165e-06,6.92907212029969e-05,0.00159160613640153,848.180642216403,8.80000000000001,42.8,0.0300722924398059
8.3616244399247e-06,7.06569281408907e-05,0.00164315048775353,8.1999979019165e-06,6.92790918038996e-05,0.00159283224945806,834.835157132854,6,42.8,0.0349002946825785
8.37746324194385e-06,7.0778699430133e-05,0.00164732205271419,8.1999979019165e-06,6.92674624048023e-05,0.00159405836251459,874.998925258959,6,42.8,0.0313096272178559
8.36900809559381e-06,7.06953793473705e-05,0.00164569384074224,8.1999979019165e-06,6.92636460386887e-05,0.00159466666666667,854.632928938373,6,42.8,0.030228337112941
8.3397991303649e-06,7.04445865713656e-05,0.00164074381365311,8.1999979019165e-06,6.92675225050515e-05,0.00159466666666667,814.450145489628,6,42.8,0.039689836933058
8.3483400781458e-06,7.05205386883217e-05,0.00164374675726595,8.1999979019165e-06,6.92713989714143e-05,0.00159466666666667,833.593646740779,7,42.8,0.0323598043383816
8.36598949851877e-06,7.06735719423945e-05,0.00164704504283775,8.1999979019165e-06,6.92931302215342e-05,0.00159419109554777,879.104281709927,7.19999999999999,42.8,0.0307709300807965
8.37541570331863e-06,7.07750114275248e-05,0.00164909288411595,8.1999979019165e-06,6.93163890197735e-05,0.00159367483741871,897.464462410736,5.80000000000001,42.8,0.0423102231423609
8.32813381594015e-06,7.0399179546303e-05,0.00163589876925272,8.1999979019165e-06,6.93265259292519e-05,0.00159355177588794,918.718642463171,6.19999999999999,42.8,0.0342995854900104
8.33675977481382e-06,7.04825980887504e-05,0.00164159871664033,8.1999979019165e-06,6.93110200637471e-05,0.00159419709854927,806.625740548947,6,42.8,0.0348176091607774
8.33763545247655e-06,7.04746678621821e-05,0.00164064688186942,8.1999979019165e-06,6.92955141982423e-05,0.00159484242121061,787.0718658781,6.80000000000001,42.8,0.043049250220995
8.31352410074101e-06,7.02551053438873e-05,0.00163264756042431,8.1999979019165e-06,6.93019824880657e-05,0.00159504877438719,806.651951357558,6.60000000000002,42.8,0.0294515549637113
8.3838375303329e-06,7.08555561957096e-05,0.00165389263212459,8.1999979019165e-06,6.93155501203798e-05,0.00159511330665333,920.920422158483,7.39999999999998,42.8,0.035081110827544
8.34322344242745e-06,7.05260131449336e-05,0.00164133509182824,8.1999979019165e-06,6.93282938679771e-05,0.00159525584901152,828.475779143849,6,42.8,0.0377036674481746
8.38107928273998e-06,7.0858990957943e-05,0.00165356554215476,8.1999979019165e-06,6.93371026437923e-05,0.00159577097688405,874.489414403004,6.39999999999998,42.8,0.0321439890502262
8.35341396241584e-06,7.06341798908855e-05,0.00164654582687479,8.1999979019165e-06,6.93459114196076e-05,0.00159628610475658,794.238928413153,6.80000000000001,42.8,0.0482227585869646
