M_diesel_sim,M_NH3_sim,M_air_sim,Diesel_fuel,NH3_fuel,Fresh_air,Q_gross,CA50,DI_timing,X_res
8.03170609615775e-06,7.17212278117729e-05,0.00165480729665131,7.80000019073486e-06,6.96521491092893e-05,0.00159466666666667,586.446599431464,7.39999999999998,42.8,0.0433537721287213
8.03170609615775e-06,7.17212278117729e-05,0.00165480729665131,7.80000019073486e-06,6.96521491092893e-05,0.00159466666666667,524.236275521225,7.60000000000002,42.8,0.0456058502432862
8.0207377970675e-06,7.16232835060001e-05,0.00165598736983926,7.80000019073486e-06,6.96521491092893e-05,0.00159466666666667,475.383350965262,8,42.8,0.0519642467257469
8.08139950422582e-06,7.21649781430379e-05,0.00166735398260245,7.80000019073486e-06,6.96751052425322e-05,0.001594559753371,605.649924001337,8,42.8,0.0427552747939112
8.07902524283908e-06,7.2166732686013e-05,0.00166779229056044,7.80000019073486e-06,6.97301146763715e-05,0.00159430355866248,547.051363615324,8.60000000000002,42.8,0.0392815882717995
8.0195654348785e-06,7.16914040404934e-05,0.00165133246502925,7.80000019073486e-06,6.97851241102106e-05,0.00159404736395397,518.472353631779,7.39999999999998,42.8,0.0397769311422841
8.01275095946926e-06,7.16870228408984e-05,0.00165296415883692,7.80000019073486e-06,6.9811399254728e-05,0.00159362635953003,437.669461625504,7.80000000000001,42.8,0.0472533125604672
8.0268188783356e-06,7.18406594327897e-05,0.00165498745510324,7.80000019073486e-06,6.98319809177699e-05,0.00159317269931108,481.988768617849,7.60000000000002,42.8,0.0464806047147208
8.10222084543354e-06,7.25368795154401e-05,0.00167186404217393,7.80000019073486e-06,6.98449357051948e-05,0.00159283333333333,642.918728913724,8.80000000000001,42.8,0.0312414435329972
8.04595805783692e-06,7.20469265558776e-05,0.00165615356116494,7.80000019073486e-06,6.98352445388645e-05,0.00159283333333333,635.529138373246,8,42.8,0.0399670126758348
8.08758095210064e-06,7.24103648469828e-05,0.00166754250217072,7.80000019073486e-06,6.98255533725343e-05,0.00159283333333333,579.050208988867,7.39999999999998,42.8,0.0359030708712391
8.110973917796e-06,7.26097877644601e-05,0.00166919742483494,7.80000019073486e-06,6.98080792230556e-05,0.00159309246289812,573.554821692377,8,42.8,0.0396265881873692
8.11673337253939e-06,7.2643488304859e-05,0.00167282313061022,7.80000019073486e-06,6.97867586571948e-05,0.00159347965649491,540.058032352154,8.80000000000001,42.8,0.041853304925047
8.07383276017349e-06,7.22375171264582e-05,0.001660942857999,7.80000019073486e-06,6.97654380913417e-05,0.00159383333333333,589.62668289859,8,42.8,0.0431519542053988
8.06256006727335e-06,7.21145917264936e-05,0.00165777802211223,7.80000019073486e-06,6.97441175255712e-05,0.00159383333333333,534.841775825209,9,42.8,0.0497096159033765
8.07870492720948e-06,7.22369582753337e-05,0.00166431969519778,7.80000019073486e-06,6.97227969598007e-05,0.00159383333333333,670.396918712615,8.39999999999998,42.8,0.0357572912044573
8.06073364109058e-06,7.20541844215327e-05,0.00166304610555092,7.80000019073486e-06,6.96907334734295e-05,0.00159370326830082,575.749997631594,7.39999999999998,42.8,0.0460000152377506
8.04668335101595e-06,7.18958124049516e-05,0.00166351456009851,7.80000019073486e-06,6.96480923421593e-05,0.00159344513923628,591.044141709103,8.39999999999998,42.8,0.0385928014184343
8.01070422239708e-06,7.15306987369345e-05,0.00165376146947249,7.80000019073486e-06,6.96054512108891e-05,0.00159318701017175,570.964042772657,7.80000000000001,42.8,0.0493126090461558
8.01106245308272e-06,7.14901083750533e-05,0.00165058203005252,7.80000019073486e-06,6.95753084287743e-05,0.00159346389861597,536.189992255556,7.19999999999999,42.8,0.0478650422096626
8.13888916952597e-06,7.25995277458468e-05,0.0016806658498884,7.80000019073486e-06,6.9546234930388e-05,0.00159378655994664,536.123804195952,8.19999999999999,42.8,0.0429926286632484
8.0709686609866e-06,7.19632948711902e-05,0.001662841401283,7.80000019073486e-06,6.95394686433485e-05,0.00159406553276638,644.375642051667,8.19999999999999,42.8,0.0469318516372324
8.05930757284396e-06,7.18515348134471e-05,0.00166206495579926,7.80000019073486e-06,6.95762950746661e-05,0.00159425912956478,555.788736671299,8.19999999999999,42.8,0.0360691338224203
8.05802723196051e-06,7.18766960418541e-05,0.00166613170722471,7.80000019073486e-06,6.96131215059838e-05,0.00159445272636318,535.331801101529,8,42.8,0.0417385764319233
7.99452114941296e-06,7.1348226565597e-05,0.00164784274882201,7.80000019073486e-06,6.96250438941027e-05,0.00159435367683842,613.678617038363,7.80000000000001,42.8,0.0445149757384919
8.05319594167071e-06,7.18847249263487e-05,0.00166470931185041,7.80000019073486e-06,6.96289203605729e-05,0.00159416008004002,517.428664711619,8.80000000000001,42.8,0.0442363922349327
8.04588316287877e-06,7.18237297188276e-05,0.00165806250208983,7.80000019073486e-06,6.96344746258423e-05,0.001594,506.377545546844,8.60000000000002,42.8,0.0352078909353993
8.07894875159289e-06,7.21245836213295e-05,0.00166781394287973,7.80000019073486e-06,6.96480422585114e-05,0.001594,504.451230722553,9.19999999999999,42.8,0.0335104454514551
8.07086851723721e-06,7.20662114864491e-05,0.00166531901504921,7.80000019073486e-06,6.96616098911804e-05,0.001594,566.439076294922,7.80000000000001,42.8,0.0431986523078577
8.04317103356531e-06,7.18329253263569e-05,0.00165851954548956,7.80000019073486e-06,6.9686621614249e-05,0.00159491445722861,669.6033592163,8.19999999999999,42.8,0.0400581956590116
8.00755450393959e-06,7.15402727947821e-05,0.00165057025006676,7.80000019073486e-06,6.97195715794546e-05,0.00159646323161581,729.529443766489,7.80000000000001,42.8,0.0404874212810254
8.02153414132091e-06,7.1698777496871e-05,0.00165741183087285,7.80000019073486e-06,6.97523262188293e-05,0.001598,490.199544964124,7.80000000000001,42.8,0.0441874541360038
8.01140762178558e-06,7.16419465948132e-05,0.001656134988853,7.80000019073486e-06,6.97600791518502e-05,0.001598,462.854943132621,7.60000000000002,42.8,0.0328188712640882
8.02811922700823e-06,7.18000317526285e-05,0.001659516964887,7.80000019073486e-06,6.97678320848711e-05,0.001598,498.980492675794,8.39999999999998,42.8,0.0407789798296063
8.0844775337368e-06,7.23120746008177e-05,0.00167530673835612,7.80000019073486e-06,6.97602585206053e-05,0.00159747953077288,613.953376059395,8,42.8,0.0430307115753611
8.06655468367927e-06,7.21444705242313e-05,0.00166714354217704,7.80000019073486e-06,6.97319545876691e-05,0.00159625508341181,640.018213158365,7.80000000000001,42.8,0.0472259264778008
8.02384418209378e-06,7.17339376981652e-05,0.00165932029057575,7.80000019073486e-06,6.97036506547328e-05,0.00159503063605075,418.50872852391,8,42.8,0.0436424972320915
8.01353501867187e-06,7.16126725270425e-05,0.00165497060764911,7.80000019073486e-06,6.97213991771787e-05,0.00159456442959198,611.896025756292,7.39999999999998,42.8,0.0388380613998163
8.02256452943501e-06,7.171033752541e-05,0.00165461832082893,7.80000019073486e-06,6.97477648768586e-05,0.00159424010256585,667.167330925006,8.60000000000002,42.8,0.0348772862988628
7.99832959543663e-06,7.15205481932402e-05,0.0016489867154498,7.80000019073486e-06,6.97569163197291e-05,0.00159398375790726,521.544588973454,8.60000000000002,42.8,0.0393338948189709
8.00258211727264e-06,7.15683908616499e-05,0.00164967961322571,7.80000019073486e-06,6.97169942842326e-05,0.00159392121372926,549.243103431207,8.19999999999999,42.8,0.0493682034514806
7.95985203749236e-06,7.11465752970915e-05,0.001636509843275,7.80000019073486e-06,6.96770722487361e-05,0.00159385866955126,545.064038857277,8,42.8,0.0575286164452398
8.05997938979054e-06,7.2000812636644e-05,0.00166326789577795,7.80000019073486e-06,6.96623366994413e-05,0.00159436138413364,590.527259571746,7.39999999999998,42.8,0.0402539493799463
8.12756618978651e-06,7.25885250906583e-05,0.00167620559144159,7.80000019073486e-06,6.9659617603487e-05,0.00159513378323911,531.640298548864,8.80000000000001,42.8,0.0450433686894399
8.16915826810976e-06,7.29566243255758e-05,0.00168399357241063,7.80000019073486e-06,6.96571549597352e-05,0.00159583333333333,562.492837849794,7.60000000000002,42.8,0.0339367414277154
8.08523786444467e-06,7.22045383156905e-05,0.00166541003576835,7.80000019073486e-06,6.96571549597352e-05,0.00159583333333333,598.843251377962,8.39999999999998,42.8,0.0421340116617563
7.99335056079965e-06,7.1383854215559e-05,0.00164667357839874,7.80000019073486e-06,6.96571549597352e-05,0.00159583333333333,657.591149739135,8.80000000000001,42.8,0.0405519313820819
8.04115229971989e-06,7.18107408509862e-05,0.00166110501365506,7.80000019073486e-06,6.96640965392536e-05,0.00159560221777555,467.794787104795,8.39999999999998,42.8,0.0457574521869018
8.0839206388621e-06,7.21996209221795e-05,0.00167381780360238,7.80000019073486e-06,6.96776641719488e-05,0.00159515049191262,586.862665476034,8.60000000000002,42.8,0.0423213763433085
8.08796619988417e-06,7.22495643213767e-05,0.00166725281246346,7.80000019073486e-06,6.96912318046439e-05,0.00159469876604969,510.230937992691,8,42.8,0.0440005421563044
8.03123396396686e-06,7.17568363039109e-05,0.00165273846473076,7.80000019073486e-06,6.97047994373731e-05,0.00159520618642655,567.999820218523,7.80000000000001,42.8,0.0397274494468602
8.01227508448355e-06,7.16014164292943e-05,0.00165289735635191,7.80000019073486e-06,6.97183670701048e-05,0.00159578697682174,407.135459766346,8.80000000000001,42.8,0.0436000108830288
8.04000061505461e-06,7.18631224789904e-05,0.00165960179523461,7.80000019073486e-06,6.97279079857034e-05,0.00159616666666667,541.337758895775,9,42.8,0.0448575165520245
8.01957550744587e-06,7.16905157806108e-05,0.00165518035980323,7.80000019073486e-06,6.97298462189538e-05,0.00159616666666667,455.655070891038,8.39999999999998,42.8,0.0433061202276127
8.06753885091581e-06,7.21214920762461e-05,0.00166748243892525,7.80000019073486e-06,6.97317844522042e-05,0.00159616666666667,451.841988329251,8.80000000000001,42.8,0.0320343908512215
8.09811142249092e-06,7.23968136806031e-05,0.00167246584650373,7.80000019073486e-06,6.97278028102575e-05,0.00159641303985326,551.069545769848,8,42.8,0.0504686399516325
