M_diesel_sim,M_NH3_sim,M_air_sim,Diesel_fuel,NH3_fuel,Fresh_air,Q_gross,CA50,DI_timing,X_res
9.34581855923235e-06,7.23833879308301e-05,0.00165339496258046,9.19999980926514e-06,7.12540213505171e-05,0.001606,1005.14518556039,4.60000000000002,43.8,0.0267058873361863
9.34581855923235e-06,7.23833879308301e-05,0.00165339496258046,9.19999980926514e-06,7.12286940981274e-05,0.00160664865766216,1008.96032907844,4.19999999999999,43.8,0.0345759063341007
9.38221918983619e-06,7.26399836527872e-05,0.00166690459054951,9.19999980926514e-06,7.12033668457377e-05,0.00160729731532433,1010.85498949786,4.39999999999998,43.8,0.0431019556452466
9.38976988348188e-06,7.26726242580805e-05,0.00166709194502416,9.19999980926514e-06,7.11646172015337e-05,0.00160724770718693,1005.63231427348,5.39999999999998,43.8,0.0332018277817404
9.32895893545548e-06,7.21627032290484e-05,0.00165016618714095,9.19999980926514e-06,7.11081179466619e-05,0.00160627472069368,986.791838106875,4.60000000000002,43.8,0.0261224907338238
9.31039001835203e-06,7.19620241491488e-05,0.00164254847616045,9.19999980926514e-06,7.10516186917902e-05,0.00160530173420043,967.043518979318,4.80000000000001,43.8,0.0341861560480108
9.34514372433649e-06,7.21734674973588e-05,0.00165515318682804,9.19999980926514e-06,7.10286754167866e-05,0.00160505494413874,1042.79493755537,4.19999999999999,43.8,0.030341353206597
9.35901109659122e-06,7.22567352857488e-05,0.00165761057719352,9.19999980926514e-06,7.10111411654036e-05,0.0016049252126063,1011.99816082387,4.39999999999998,43.8,0.0364212141291233
9.32759146343095e-06,7.19962192131353e-05,0.00164793672676026,9.19999980926514e-06,7.09896277758972e-05,0.00160496581624145,997.825043817754,3,43.8,0.0338822248561805
9.29393970250924e-06,7.171471497267e-05,0.00163739950745029,9.19999980926514e-06,7.09584557735892e-05,0.00160541987660497,1033.48192298911,5,43.8,0.0338279112117678
9.35343159109392e-06,7.21423795834918e-05,0.00165756416875805,9.19999980926514e-06,7.09272837712812e-05,0.00160587393696848,1003.26910402161,5.19999999999999,43.8,0.0310693476900433
9.36279159809309e-06,7.21828857295918e-05,0.00165913221574133,9.19999980926514e-06,7.09369248548893e-05,0.00160548457562114,976.770153418717,4.39999999999998,43.8,0.0302162523631213
9.34919757531139e-06,7.20871721059143e-05,0.00165484320073475,9.19999980926514e-06,7.09622521067498e-05,0.00160477105219276,998.455394596178,5.19999999999999,43.8,0.0353787085317497
9.36093337281877e-06,7.22031335193049e-05,0.00165758279443309,9.19999980926514e-06,7.09905593299567e-05,0.00160430556945139,1004.568240024,4,43.8,0.0378809589528929
9.33598733919095e-06,7.20394638984589e-05,0.00164917733399303,9.19999980926514e-06,7.10353690835605e-05,0.00160521369017842,1029.96754015572,4,43.8,0.029271195173745
9.34505742004845e-06,7.21546799968641e-05,0.00165320994159545,9.19999980926514e-06,7.10801788371642e-05,0.00160612181090545,968.054682609123,5.19999999999999,43.8,0.0326145873168437
9.34664522273422e-06,7.2212451482078e-05,0.00165531270617809,9.19999980926514e-06,7.11102089347676e-05,0.00160665140903785,1024.40753853197,4.39999999999998,43.8,0.0313496192642365
9.33912510398806e-06,7.21850949880728e-05,0.00165191857021547,9.19999980926514e-06,7.11296914364588e-05,0.00160691087210272,1016.25108890461,4.19999999999999,43.8,0.0407409140062519
9.33039490937531e-06,7.21375570108704e-05,0.00165038458630792,9.19999980926514e-06,7.11487332028932e-05,0.00160716024679006,965.286314021066,4.60000000000002,43.8,0.0387475905356595
9.33628615700301e-06,7.22024253858323e-05,0.00165403476097252,9.19999980926514e-06,7.11370437018694e-05,0.00160670618642655,998.471177780319,4.80000000000001,43.8,0.0334098115032862
9.33866492332317e-06,7.22094141694223e-05,0.00165280746742203,9.19999980926514e-06,7.11253542008456e-05,0.00160625212606303,1035.5335341057,4.19999999999999,43.8,0.0361634291674672
9.3452673245655e-06,7.22486070709094e-05,0.00165277159310134,9.19999980926514e-06,7.11266613815559e-05,0.00160579806569952,974.208553588036,3.80000000000001,43.8,0.0321610696354694
9.35280175029037e-06,7.23079788349138e-05,0.00165383261585039,9.19999980926514e-06,7.11441956331017e-05,0.001605344005336,946.843713736016,4.39999999999998,43.8,0.0280009609060981
9.34616112312581e-06,7.22741916996592e-05,0.00165317928347718,9.19999980926514e-06,7.11617298846476e-05,0.00160488994497249,909.403261741452,6.39999999999998,43.8,0.0447219137979857
9.30961567732612e-06,7.20093932361772e-05,0.00164215407942191,9.19999980926514e-06,7.11519786170737e-05,0.00160443588460897,970.804723710891,4.60000000000002,43.8,0.027972814128075
9.30622105150017e-06,7.19735944030795e-05,0.00163894166343784,9.19999980926514e-06,7.11383408658661e-05,0.00160398182424546,1011.84554018875,5.19999999999999,43.8,0.0338633690950598
9.31244300452306e-06,7.20079678480853e-05,0.00164212171302624,9.19999980926514e-06,7.11175511834909e-05,0.00160356745039186,968.95102820589,5.19999999999999,43.8,0.0344109685452505
9.34889772081784e-06,7.22688963270291e-05,0.00165377739476326,9.19999980926514e-06,7.10805344303994e-05,0.00160324312156078,1024.9213979573,4.39999999999998,43.8,0.0362115272856616
9.36139559016218e-06,7.23281569101379e-05,0.00165598003287279,9.19999980926514e-06,7.10435176773078e-05,0.0016029187927297,1020.32467989396,4.60000000000002,43.8,0.0383308747514306
9.36317263888062e-06,7.23042260738532e-05,0.00165541450912559,9.19999980926514e-06,7.10222847556073e-05,0.00160283333333333,955.483478924793,4.60000000000002,43.8,0.0380923897979338
9.33312670449924e-06,7.20503163321635e-05,0.00164489780314569,9.19999980926514e-06,7.10066987543869e-05,0.00160283333333333,1038.63971388105,5.60000000000002,43.8,0.0277687760977726
