M_diesel_sim,M_NH3_sim,M_air_sim,Diesel_fuel,NH3_fuel,Fresh_air,Q_gross,CA50,DI_timing,X_res
8.16161672359446e-06,7.11716428768068e-05,0.00165474304526987,7.99999761581421e-06,6.97622778195442e-05,0.00160666666666667,754.745335912736,7.39999999999998,43,0.0418259764155501
8.16161672359446e-06,7.11716428768068e-05,0.00165474304526987,7.99999761581421e-06,6.97622778195442e-05,0.00160666666666667,693.828212421145,7.60000000000002,42.8,0.0397201184010111
8.14704607247935e-06,7.10445826125519e-05,0.00165101313530977,7.99999761581421e-06,6.97622778195442e-05,0.00160666666666667,672.880411207769,9.60000000000002,42.8,0.0491600168497775
8.09878274779822e-06,7.06237125540103e-05,0.00164062829863882,7.99999761581421e-06,6.97749790070129e-05,0.00160637593796898,639.608340090585,8.80000000000001,42.8,0.0401439209863906
8.16901298351694e-06,7.12488415759395e-05,0.0016613452510141,7.99999761581421e-06,6.98059106055172e-05,0.00160566791729198,771.873659305731,6.60000000000002,42.8,0.0386057037519337
8.20067124796299e-06,7.15561543441777e-05,0.00166840494361608,7.99999761581421e-06,6.98368422040215e-05,0.00160495989661497,726.029318962357,7.80000000000001,42.8,0.0445257315459985
8.17092409750944e-06,7.13282861768218e-05,0.00165814805178391,7.99999761581421e-06,6.98439590760271e-05,0.00160483333333333,724.23281172933,8.19999999999999,42.8,0.0320558089857628
8.17329544585955e-06,7.13567668157372e-05,0.0016587073414551,7.99999761581421e-06,6.98458923009399e-05,0.00160483333333333,746.669330934725,7,42.8,0.0343170589817757
8.20915432895991e-06,7.16719301465979e-05,0.00166804019133186,7.99999761581421e-06,6.98442395438937e-05,0.0016048184092046,672.219060458303,8.39999999999998,42.8,0.0391397551227841
8.16509458928127e-06,7.12856570487398e-05,0.00165442371800874,7.99999761581421e-06,6.98307069695194e-05,0.00160475404368851,727.989531969511,9,42.8,0.0380362286341475
8.17822751585483e-06,7.13867496327368e-05,0.0016567419480738,7.99999761581421e-06,6.98171743951451e-05,0.00160468967817242,780.696412329623,7.39999999999998,42.8,0.0403531568492179
8.19600007293303e-06,7.15280559164304e-05,0.00166581822978727,7.99999761581421e-06,6.98086101086312e-05,0.00160466666666667,691.391510659727,9,42.8,0.0359050563952832
8.19466525398216e-06,7.15075117172318e-05,0.00166156363057298,7.99999761581421e-06,6.98028104339105e-05,0.00160466666666667,737.661489802912,6.60000000000002,42.8,0.0400663125948804
8.15790684172906e-06,7.11807429634764e-05,0.00165505252230056,7.99999761581421e-06,6.97959840464843e-05,0.00160466324829081,761.702610444591,7,42.8,0.0386593608073104
8.18682769597443e-06,7.14261453331646e-05,0.00166130560151883,7.99999761581421e-06,6.97708521227722e-05,0.00160459888277472,700.645299423389,7.60000000000002,42.8,0.0395485085452299
8.16225370459132e-06,7.11864586810834e-05,0.00165324126149581,7.99999761581421e-06,6.97457201990601e-05,0.00160453451725863,724.370747036451,8,42.8,0.0506048868251487
8.15950417549035e-06,7.11368442109687e-05,0.00165651504054429,7.99999761581421e-06,6.97178987889726e-05,0.00160452984825746,776.289567332493,6.60000000000002,42.8,0.0476023498818413
8.14925278578749e-06,7.10191471915365e-05,0.00165322075210787,7.99999761581421e-06,6.96869671907303e-05,0.00160459421377355,729.741576499927,7,42.8,0.0367090300143809
8.2248151787642e-06,7.16462083646247e-05,0.00167383626940905,7.99999761581421e-06,6.96560355924881e-05,0.00160465857928965,778.261281506153,8,42.8,0.0403691792621765
8.17046167787853e-06,7.11409447903111e-05,0.00165548064426643,7.99999761581421e-06,6.96572200683472e-05,0.00160466666666667,763.133326086709,7.60000000000002,42.8,0.039906632076996
8.19505279928086e-06,7.13555830966735e-05,0.00166470614933708,7.99999761581421e-06,6.96630197430031e-05,0.00160466666666667,676.290333761871,7.80000000000001,42.8,0.0404525715049946
8.1732333046752e-06,7.11714094867416e-05,0.001656729408783,7.99999761581421e-06,6.96732267697455e-05,0.00160468500917125,751.899945949002,7,42.8,0.0291656168679481
8.18347966950738e-06,7.12709636616308e-05,0.00166282301549269,7.99999761581421e-06,6.96944922435411e-05,0.00160474937468734,699.99396474696,8.39999999999998,42.8,0.0381472267382264
8.15160097845468e-06,7.10148251808844e-05,0.00165386824629097,7.99999761581421e-06,6.97157577173367e-05,0.00160481374020344,762.415848873225,7,42.8,0.0316763040784144
8.19382332197032e-06,7.14043215558537e-05,0.00166738897720751,7.99999761581421e-06,6.97302994750564e-05,0.00160483333333333,673.818740727761,8,42.8,0.0458449542722619
8.13704711752845e-06,7.09246047834506e-05,0.00164756231028393,7.99999761581421e-06,6.97418988244375e-05,0.00160483333333333,754.750210334907,7.39999999999998,42.8,0.0372568561915857
8.16724556439669e-06,7.11996751507541e-05,0.00165712150478836,7.99999761581421e-06,6.97522661185734e-05,0.00160481965982991,655.318592288086,7.19999999999999,42.8,0.038627443303436
8.17038967526393e-06,7.12376946128475e-05,0.00165745719702445,7.99999761581421e-06,6.97522661185734e-05,0.00160469092879773,604.741998520143,9.19999999999999,42.8,0.0436271076147003
8.17213778574253e-06,7.12531576725079e-05,0.0016618105380485,7.99999761581421e-06,6.97522661185734e-05,0.00160456219776555,758.116007022752,9,42.8,0.0428476707303673
8.14058191428291e-06,7.09780255768323e-05,0.00164701331429201,7.99999761581421e-06,6.97572619523523e-05,0.0016048991995998,683.224667433828,6.60000000000002,42.8,0.0432272857631642
8.1928584625701e-06,7.14388225899023e-05,0.00166012669097839,7.99999761581421e-06,6.9766928076857e-05,0.0016056715857929,605.152710514654,8.39999999999998,42.8,0.0504251943097546
8.20142883067549e-06,7.15233368917152e-05,0.00166798677478638,7.99999761581421e-06,6.97765942013616e-05,0.00160644397198599,687.339370623835,8.39999999999998,42.8,0.0406438596132749
8.1496271649533e-06,7.10814893449984e-05,0.00165356301466238,7.99999761581421e-06,6.97665374251951e-05,0.00160590303485076,807.619530480619,7.39999999999998,42.8,0.0434665361285704
8.15611877922598e-06,7.11282346647088e-05,0.00165214461093444,7.99999761581421e-06,6.97549380757918e-05,0.00160525937968985,716.285534517081,7.19999999999999,42.8,0.0382121327688399
8.18956796304595e-06,7.14081513881964e-05,0.00166222057748372,7.99999761581421e-06,6.9742031545835e-05,0.00160463748540937,691.18372919818,7.39999999999998,42.8,0.0363087925613081
8.19839842926318e-06,7.14719683857555e-05,0.00166830199068973,7.99999761581421e-06,6.97265657466722e-05,0.00160405819576455,725.650622021926,7.80000000000001,42.8,0.031674673091177
8.17326254200574e-06,7.12370540980214e-05,0.00165786572450341,7.99999761581421e-06,6.97110999475094e-05,0.00160347890611973,704.286104221743,6.19999999999999,42.8,0.0381590738752563
8.19028223623973e-06,7.13695950380082e-05,0.0016609602811967,7.99999761581421e-06,6.96753703456119e-05,0.00160376705019176,833.872806416052,7.19999999999999,42.8,0.0337690555784873
8.17686533524536e-06,7.12165843290866e-05,0.00165707525415372,7.99999761581421e-06,6.96328393981598e-05,0.00160434633983659,744.44578396474,8.60000000000002,42.8,0.0361859415757029
8.15415468404999e-06,7.09754736962467e-05,0.00165305972817206,7.99999761581421e-06,6.95932113336433e-05,0.001604771606175,821.473630277553,6.60000000000002,42.8,0.0387375160456255
8.20670130592116e-06,7.13924036335883e-05,0.00166729881767501,7.99999761581421e-06,6.956890010673e-05,0.00160438418043326,692.840482669653,7,42.8,0.0368071627954259
8.16850639127605e-06,7.10348053547855e-05,0.001655792109158,7.99999761581421e-06,6.95445888798168e-05,0.00160399675469153,745.85241432946,7.80000000000001,42.8,0.048826659655364
8.14469816541937e-06,7.08029309663102e-05,0.00165031745611611,7.99999761581421e-06,6.95418402366513e-05,0.00160383014154871,695.935938205829,8.80000000000001,42.8,0.0436098772946441
